materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,porcentaje_nota_final,fecha_registro,criterios_participacion,escala_calificacion
Matemáticas,8,3,4,PARTICIPACION 1,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-04-06,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,8,3,4,PARTICIPACION 2,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-03-02,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,8,3,4,PARTICIPACION 3,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-03-10,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Matemáticas,8,3,4,PARTICIPACION 4,Participación en Matemáticas - Primer Trimestre 2022,2.5,2022-02-25,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Matemáticas,8,3,5,PARTICIPACION 1,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-06-27,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,8,3,5,PARTICIPACION 2,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-06-29,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,8,3,5,PARTICIPACION 3,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-05-08,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Matemáticas,8,3,5,PARTICIPACION 4,Participación en Matemáticas - Segundo Trimestre 2022,2.5,2022-05-21,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Matemáticas,8,3,6,PARTICIPACION 1,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-10-20,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,8,3,6,PARTICIPACION 2,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-10-31,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Matemáticas,8,3,6,PARTICIPACION 3,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-10-08,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Matemáticas,8,3,6,PARTICIPACION 4,Participación en Matemáticas - Tercer Trimestre 2022,2.5,2022-09-02,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,8,3,4,PARTICIPACION 1,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-04-11,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,4,PARTICIPACION 2,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-03-24,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Lenguaje,8,3,4,PARTICIPACION 3,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-03-02,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,8,3,4,PARTICIPACION 4,Participación en Lenguaje - Primer Trimestre 2022,2.5,2022-03-14,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,5,PARTICIPACION 1,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-08-10,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Lenguaje,8,3,5,PARTICIPACION 2,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-07-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,5,PARTICIPACION 3,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-06-20,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,5,PARTICIPACION 4,Participación en Lenguaje - Segundo Trimestre 2022,2.5,2022-08-07,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,6,PARTICIPACION 1,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-09-07,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Lenguaje,8,3,6,PARTICIPACION 2,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-09-13,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,6,PARTICIPACION 3,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-11-28,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Lenguaje,8,3,6,PARTICIPACION 4,Participación en Lenguaje - Tercer Trimestre 2022,2.5,2022-10-04,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",CUALITATIVA
Física,8,3,4,PARTICIPACION 1,Participación en Física - Primer Trimestre 2022,2.5,2022-03-05,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Física,8,3,4,PARTICIPACION 2,Participación en Física - Primer Trimestre 2022,2.5,2022-02-01,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Física,8,3,4,PARTICIPACION 3,Participación en Física - Primer Trimestre 2022,2.5,2022-04-08,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Física,8,3,4,PARTICIPACION 4,Participación en Física - Primer Trimestre 2022,2.5,2022-04-25,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Física,8,3,5,PARTICIPACION 1,Participación en Física - Segundo Trimestre 2022,2.5,2022-07-03,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Física,8,3,5,PARTICIPACION 2,Participación en Física - Segundo Trimestre 2022,2.5,2022-08-05,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Física,8,3,5,PARTICIPACION 3,Participación en Física - Segundo Trimestre 2022,2.5,2022-06-18,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Física,8,3,5,PARTICIPACION 4,Participación en Física - Segundo Trimestre 2022,2.5,2022-05-05,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Física,8,3,6,PARTICIPACION 1,Participación en Física - Tercer Trimestre 2022,2.5,2022-09-21,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Física,8,3,6,PARTICIPACION 2,Participación en Física - Tercer Trimestre 2022,2.5,2022-11-10,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Física,8,3,6,PARTICIPACION 3,Participación en Física - Tercer Trimestre 2022,2.5,2022-09-16,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Física,8,3,6,PARTICIPACION 4,Participación en Física - Tercer Trimestre 2022,2.5,2022-11-06,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",CUALITATIVA
Química,8,3,4,PARTICIPACION 1,Participación en Química - Primer Trimestre 2022,2.5,2022-02-06,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Química,8,3,4,PARTICIPACION 2,Participación en Química - Primer Trimestre 2022,2.5,2022-04-27,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Química,8,3,4,PARTICIPACION 3,Participación en Química - Primer Trimestre 2022,2.5,2022-02-16,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Química,8,3,4,PARTICIPACION 4,Participación en Química - Primer Trimestre 2022,2.5,2022-04-13,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Química,8,3,5,PARTICIPACION 1,Participación en Química - Segundo Trimestre 2022,2.5,2022-06-25,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Química,8,3,5,PARTICIPACION 2,Participación en Química - Segundo Trimestre 2022,2.5,2022-08-19,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Química,8,3,5,PARTICIPACION 3,Participación en Química - Segundo Trimestre 2022,2.5,2022-07-27,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Química,8,3,5,PARTICIPACION 4,Participación en Química - Segundo Trimestre 2022,2.5,2022-08-17,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Química,8,3,6,PARTICIPACION 1,Participación en Química - Tercer Trimestre 2022,2.5,2022-10-07,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",CUALITATIVA
Química,8,3,6,PARTICIPACION 2,Participación en Química - Tercer Trimestre 2022,2.5,2022-09-15,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Química,8,3,6,PARTICIPACION 3,Participación en Química - Tercer Trimestre 2022,2.5,2022-11-24,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Química,8,3,6,PARTICIPACION 4,Participación en Química - Tercer Trimestre 2022,2.5,2022-10-18,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Biología,8,3,4,PARTICIPACION 1,Participación en Biología - Primer Trimestre 2022,2.5,2022-02-23,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Biología,8,3,4,PARTICIPACION 2,Participación en Biología - Primer Trimestre 2022,2.5,2022-02-25,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Biología,8,3,4,PARTICIPACION 3,Participación en Biología - Primer Trimestre 2022,2.5,2022-02-24,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Biología,8,3,4,PARTICIPACION 4,Participación en Biología - Primer Trimestre 2022,2.5,2022-02-15,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",CUALITATIVA
Biología,8,3,5,PARTICIPACION 1,Participación en Biología - Segundo Trimestre 2022,2.5,2022-07-07,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Biología,8,3,5,PARTICIPACION 2,Participación en Biología - Segundo Trimestre 2022,2.5,2022-07-26,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Biología,8,3,5,PARTICIPACION 3,Participación en Biología - Segundo Trimestre 2022,2.5,2022-05-20,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Biología,8,3,5,PARTICIPACION 4,Participación en Biología - Segundo Trimestre 2022,2.5,2022-08-10,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Biología,8,3,6,PARTICIPACION 1,Participación en Biología - Tercer Trimestre 2022,2.5,2022-12-02,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Biología,8,3,6,PARTICIPACION 2,Participación en Biología - Tercer Trimestre 2022,2.5,2022-11-24,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Biología,8,3,6,PARTICIPACION 3,Participación en Biología - Tercer Trimestre 2022,2.5,2022-12-06,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Biología,8,3,6,PARTICIPACION 4,Participación en Biología - Tercer Trimestre 2022,2.5,2022-11-08,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Historia,8,3,4,PARTICIPACION 1,Participación en Historia - Primer Trimestre 2022,2.5,2022-04-12,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Historia,8,3,4,PARTICIPACION 2,Participación en Historia - Primer Trimestre 2022,2.5,2022-03-01,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Historia,8,3,4,PARTICIPACION 3,Participación en Historia - Primer Trimestre 2022,2.5,2022-02-03,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Historia,8,3,4,PARTICIPACION 4,Participación en Historia - Primer Trimestre 2022,2.5,2022-03-07,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Historia,8,3,5,PARTICIPACION 1,Participación en Historia - Segundo Trimestre 2022,2.5,2022-06-19,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Historia,8,3,5,PARTICIPACION 2,Participación en Historia - Segundo Trimestre 2022,2.5,2022-07-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",CUALITATIVA
Historia,8,3,5,PARTICIPACION 3,Participación en Historia - Segundo Trimestre 2022,2.5,2022-05-27,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Historia,8,3,5,PARTICIPACION 4,Participación en Historia - Segundo Trimestre 2022,2.5,2022-08-12,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Historia,8,3,6,PARTICIPACION 1,Participación en Historia - Tercer Trimestre 2022,2.5,2022-12-12,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Historia,8,3,6,PARTICIPACION 2,Participación en Historia - Tercer Trimestre 2022,2.5,2022-10-30,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Historia,8,3,6,PARTICIPACION 3,Participación en Historia - Tercer Trimestre 2022,2.5,2022-11-03,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Historia,8,3,6,PARTICIPACION 4,Participación en Historia - Tercer Trimestre 2022,2.5,2022-10-02,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Geografía,8,3,4,PARTICIPACION 1,Participación en Geografía - Primer Trimestre 2022,2.5,2022-03-29,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Geografía,8,3,4,PARTICIPACION 2,Participación en Geografía - Primer Trimestre 2022,2.5,2022-04-22,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Geografía,8,3,4,PARTICIPACION 3,Participación en Geografía - Primer Trimestre 2022,2.5,2022-03-28,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Geografía,8,3,4,PARTICIPACION 4,Participación en Geografía - Primer Trimestre 2022,2.5,2022-03-13,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Geografía,8,3,5,PARTICIPACION 1,Participación en Geografía - Segundo Trimestre 2022,2.5,2022-06-28,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Geografía,8,3,5,PARTICIPACION 2,Participación en Geografía - Segundo Trimestre 2022,2.5,2022-05-30,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Geografía,8,3,5,PARTICIPACION 3,Participación en Geografía - Segundo Trimestre 2022,2.5,2022-08-27,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Geografía,8,3,5,PARTICIPACION 4,Participación en Geografía - Segundo Trimestre 2022,2.5,2022-05-21,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",CUALITATIVA
Geografía,8,3,6,PARTICIPACION 1,Participación en Geografía - Tercer Trimestre 2022,2.5,2022-11-16,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Geografía,8,3,6,PARTICIPACION 2,Participación en Geografía - Tercer Trimestre 2022,2.5,2022-12-14,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",CUALITATIVA
Geografía,8,3,6,PARTICIPACION 3,Participación en Geografía - Tercer Trimestre 2022,2.5,2022-11-28,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Geografía,8,3,6,PARTICIPACION 4,Participación en Geografía - Tercer Trimestre 2022,2.5,2022-11-09,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Idioma Extranjero,8,3,4,PARTICIPACION 1,Participación en Idioma Extranjero - Primer Trimestre 2022,2.5,2022-03-19,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Idioma Extranjero,8,3,4,PARTICIPACION 2,Participación en Idioma Extranjero - Primer Trimestre 2022,2.5,2022-02-10,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",CUALITATIVA
Idioma Extranjero,8,3,4,PARTICIPACION 3,Participación en Idioma Extranjero - Primer Trimestre 2022,2.5,2022-04-29,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Idioma Extranjero,8,3,4,PARTICIPACION 4,Participación en Idioma Extranjero - Primer Trimestre 2022,2.5,2022-02-26,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Idioma Extranjero,8,3,5,PARTICIPACION 1,Participación en Idioma Extranjero - Segundo Trimestre 2022,2.5,2022-08-11,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Idioma Extranjero,8,3,5,PARTICIPACION 2,Participación en Idioma Extranjero - Segundo Trimestre 2022,2.5,2022-07-19,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Idioma Extranjero,8,3,5,PARTICIPACION 3,Participación en Idioma Extranjero - Segundo Trimestre 2022,2.5,2022-06-12,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Idioma Extranjero,8,3,5,PARTICIPACION 4,Participación en Idioma Extranjero - Segundo Trimestre 2022,2.5,2022-05-20,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Idioma Extranjero,8,3,6,PARTICIPACION 1,Participación en Idioma Extranjero - Tercer Trimestre 2022,2.5,2022-09-22,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Idioma Extranjero,8,3,6,PARTICIPACION 2,Participación en Idioma Extranjero - Tercer Trimestre 2022,2.5,2022-12-07,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Idioma Extranjero,8,3,6,PARTICIPACION 3,Participación en Idioma Extranjero - Tercer Trimestre 2022,2.5,2022-09-25,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Idioma Extranjero,8,3,6,PARTICIPACION 4,Participación en Idioma Extranjero - Tercer Trimestre 2022,2.5,2022-10-15,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,8,3,4,PARTICIPACION 1,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-02-12,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Educación Física,8,3,4,PARTICIPACION 2,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-04-05,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Educación Física,8,3,4,PARTICIPACION 3,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-03-30,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,8,3,4,PARTICIPACION 4,Participación en Educación Física - Primer Trimestre 2022,2.5,2022-02-10,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,8,3,5,PARTICIPACION 1,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-05-12,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,8,3,5,PARTICIPACION 2,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-07-07,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,8,3,5,PARTICIPACION 3,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-07-04,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,8,3,5,PARTICIPACION 4,Participación en Educación Física - Segundo Trimestre 2022,2.5,2022-08-09,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Educación Física,8,3,6,PARTICIPACION 1,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-31,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Educación Física,8,3,6,PARTICIPACION 2,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-12-12,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,8,3,6,PARTICIPACION 3,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-12,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Educación Física,8,3,6,PARTICIPACION 4,Participación en Educación Física - Tercer Trimestre 2022,2.5,2022-10-19,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,8,3,4,PARTICIPACION 1,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-02-27,"Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",NUMERICA
Artes Plásticas,8,3,4,PARTICIPACION 2,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-03-14,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,8,3,4,PARTICIPACION 3,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-03-17,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,8,3,4,PARTICIPACION 4,Participación en Artes Plásticas - Primer Trimestre 2022,2.5,2022-02-16,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,8,3,5,PARTICIPACION 1,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-05-25,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Artes Plásticas,8,3,5,PARTICIPACION 2,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-07-08,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,8,3,5,PARTICIPACION 3,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-05-19,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,8,3,5,PARTICIPACION 4,Participación en Artes Plásticas - Segundo Trimestre 2022,2.5,2022-08-08,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,8,3,6,PARTICIPACION 1,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-10-20,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,8,3,6,PARTICIPACION 2,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-11-28,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Artes Plásticas,8,3,6,PARTICIPACION 3,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-10-07,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Artes Plásticas,8,3,6,PARTICIPACION 4,Participación en Artes Plásticas - Tercer Trimestre 2022,2.5,2022-10-26,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Música,8,3,4,PARTICIPACION 1,Participación en Música - Primer Trimestre 2022,2.5,2022-02-23,"Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",NUMERICA
Música,8,3,4,PARTICIPACION 2,Participación en Música - Primer Trimestre 2022,2.5,2022-04-15,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
Música,8,3,4,PARTICIPACION 3,Participación en Música - Primer Trimestre 2022,2.5,2022-04-27,"Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",NUMERICA
Música,8,3,4,PARTICIPACION 4,Participación en Música - Primer Trimestre 2022,2.5,2022-04-01,"Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",NUMERICA
